State ,County,Family,Housing1,Food1,Transportation1,Healthcare1,Other Necessities1,Childcare1,Taxes1,Total1,Housing2,Food2,Transportation2,Healthcare2,Other Necessities 2,Childcare2,Taxes2,Total2,median_family_income,st_cost_rank,st_income_rank
TN,Maury County,2p4c,1342,1161,1231,1827,907,1132,528,8128,16104,13932,14776,21919,10883,13583,6341,97538,69891,8,16
TN,Meigs County,1p0c,514,285,931,435,290,0,361,2816,6168,3424,11172,5219,3475,0,4337,33795,58182,55,46
TN,Meigs County,1p1c,663,420,998,650,393,455,307,3886,7956,5046,11972,7795,4711,5458,3690,46628,58182,55,46
TN,Meigs County,1p2c,663,616,1064,864,463,747,257,4675,7956,7393,12762,10372,5562,8965,3087,56097,58182,55,46
TN,Meigs County,1p3c,949,822,1108,1079,642,837,315,5751,11388,9863,13292,12949,7700,10044,3780,69015,58182,55,46
TN,Meigs County,1p4c,949,1006,1131,1294,708,837,242,6167,11388,12072,13574,15525,8501,10044,2906,74009,58182,55,46
TN,Meigs County,2p0c,582,523,1088,870,400,0,434,3898,6984,6277,13062,10438,4805,0,5211,46776,58182,55,46
TN,Meigs County,2p1c,663,651,1150,1085,476,455,425,4905,7956,7812,13801,13014,5713,5458,5100,58854,58182,55,46
TN,Meigs County,2p2c,663,825,1192,1299,539,747,363,5628,7956,9894,14298,15591,6468,8965,4361,67533,58182,55,46
TN,Meigs County,2p3c,949,1007,1213,1514,709,837,391,6619,11388,12080,14556,18167,8503,10044,4695,79433,58182,55,46
TN,Meigs County,2p4c,949,1232,1272,1729,790,837,335,7143,11388,14783,15259,20744,9483,10044,4017,85717,58182,55,46
TN,Monroe County,1p0c,437,278,929,402,259,0,331,2637,5244,3341,11144,4823,3111,0,3978,31640,55301,79,55
TN,Monroe County,1p1c,663,410,988,600,389,446,289,3785,7956,4924,11853,7203,4667,5352,3471,45425,55301,79,55
TN,Monroe County,1p2c,663,601,1050,799,458,733,232,4536,7956,7214,12602,9583,5497,8790,2789,54430,55301,79,55
TN,Monroe County,1p3c,896,802,1092,997,615,821,260,5483,10752,9623,13106,11962,7383,9848,3120,65795,55301,79,55
TN,Monroe County,1p4c,896,982,1114,1195,680,821,179,5867,10752,11780,13364,14342,8164,9848,2152,70402,55301,79,55
TN,Monroe County,2p0c,568,510,1089,804,391,0,415,3777,6816,6125,13073,9646,4689,0,4976,45325,55301,79,55
TN,Monroe County,2p1c,663,635,1148,1002,470,446,401,4766,7956,7623,13775,12025,5645,5352,4811,57187,55301,79,55
TN,Monroe County,2p2c,663,805,1187,1200,532,733,332,5452,7956,9654,14247,14405,6381,8790,3987,65420,55301,79,55
TN,Monroe County,2p3c,896,982,1207,1399,681,821,338,6324,10752,11787,14483,16785,8167,9848,4061,75883,55301,79,55
TN,Monroe County,2p4c,896,1202,1264,1597,760,821,275,6815,10752,14425,15164,19165,9122,9848,3304,81781,55301,79,55
TN,Montgomery County,1p0c,604,274,870,436,318,0,371,2873,7247,3289,10441,5233,3818,0,4451,34478,69198,9,17
TN,Montgomery County,1p1c,914,404,919,659,478,692,411,4476,10971,4847,11028,7905,5731,8301,4933,53716,69198,9,17
TN,Montgomery County,1p2c,914,592,977,881,546,1033,375,5318,10971,7102,11729,10577,6548,12392,4502,63821,69198,9,17
TN,Montgomery County,1p3c,1308,790,1061,1104,760,1138,522,6682,15702,9474,12729,13248,9122,13650,6258,80184,69198,9,17
TN,Montgomery County,1p4c,1308,966,1081,1327,824,1138,496,7140,15702,11597,12972,15920,9891,13650,5952,85684,69198,9,17
TN,Montgomery County,2p0c,722,502,1040,872,444,0,457,4038,8669,6030,12481,10467,5326,0,5483,48456,69198,9,17
TN,Montgomery County,2p1c,914,625,1095,1095,558,692,529,5508,10971,7505,13142,13139,6694,8301,6344,66096,69198,9,17
TN,Montgomery County,2p2c,914,792,1183,1318,618,1033,490,6348,10971,9504,14198,15810,7419,12392,5878,76172,69198,9,17
TN,Montgomery County,2p3c,1308,967,1202,1540,824,1138,552,7532,15702,11604,14422,18482,9894,13650,6626,90380,69198,9,17
TN,Montgomery County,2p4c,1308,1183,1204,1763,903,1138,502,8001,15702,14201,14444,21154,10835,13650,6028,96013,69198,9,17
TN,Moore County,1p0c,514,265,998,460,282,0,374,2894,6168,3185,11973,5519,3389,0,4492,34726,70907,32,14
TN,Moore County,1p1c,663,391,1071,687,382,454,323,3970,7956,4694,12846,8244,4584,5444,3873,47642,70907,32,14
TN,Moore County,1p2c,663,573,1142,914,448,745,272,4757,7956,6878,13700,10970,5375,8942,3264,57084,70907,32,14
TN,Moore County,1p3c,933,765,1242,1141,615,835,340,5871,11196,9175,14910,13696,7381,10018,4079,70455,70907,32,14
TN,Moore County,1p4c,933,936,1272,1368,677,835,268,6290,11196,11231,15267,16422,8126,10018,3216,75476,70907,32,14
